cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed
Ugx7MeppkkRfNDMSaah4AaABAg,"SALOM BU SRI MULYANI KU BU LATIA . DI MEDIA YUTUB TD KU DGR KITA LIAT KEADAAN APBD . KO SY DI PAKE APBD . SY BKN PK PRESIDEN RI . IA YG APBD DAN PROP JG PS BAYAR GAJIH PEGAWAI PNS TKK PTT DR SAB - MAROKE . JD MP SY DI PAKE APBD , MUSIK BKN SY AD SUAMI KO NMNYA LALE UD DIBRKATI PDT SUARMAN , S.TH TGL 25 NOP 2012 UD URUS SK CAPIL SETIA USIA KLG SY 11 TH . UD URUS SK CAPIL DIBRKATI ATAS NM BP PUTRA SNAK DAN ROH KUDUS DAN AP YG TELAH DIPERSATUKAN ALLAH TDK BOLEH DI CERAIKAN MANUSIA . MASY RI CB2 DULU TH 2015 MASY RAME2 DI PUKUL TUHAN DG WABAH CORONA AD G KUAT ALM .JD MS IDUP JGN CB2 PERMAINJN RMH TGG ORG . PK PRIBOWO AJ BLM.KRISTEN SETIA KLP PISAH 20 TH DG BU TITIK AP LG BU LATIA UD DIBTKATI PDT SETIA . 1 HINDARI NERAKA 2 KIAMAT BGS RI HILANG DR PETA DG BENCANA2 ALAM GEMPA BUMI LAIN2 . BAND MAT 5 : 18 . LANGIT BUMI BLM DI  LENYAPKAN KLO BLM LATIA LALE DI PISAHKAN TRJADI .  OK PAHAM . BU SRIMULYANI BS G JAUH DR SY JG G MAU PRIBADI DI TPP K ALGOJO2 PDD G BENAR KATA MUSIK BHS ITU DR MN ASAL DI ISTRAHATKAN IA JD PENGURUS2 DI INSTANSI2 AGAMANYA PLZ . BKN ORG KRISTEN . BAGUS DI ATUR DI INSTANSI2 BG STATUS MS BUJANG PTT MILIA DI TPP DG PEMUDA PIKAL UD PTT JG DI SD ITU AJ TPP SAMPE MRK JADIAN DG TPP PEMUDA EKO DI TPP DG PEMUDI RIA KET EKO MAU KO CM BLM GODA  KET . DP DIBRKATI PASTOR .PNS JANDA UNIK SD OO1 ISUY DI TPP DG DUDA YANI GITU BAGUS DP DIBRKATI IMAM SNDA ISLAM DI ISUY .GITU AJ . .",2 minggu yang lalu,@latialatia3968,UCRnAkIqKRlFENvlceUJaELA,0,,https://yt3.ggpht.com/ytc/AIdro_mJx9WiZ1VLhKq9EjtduHCek7f6SjyLtSITXyj4BbE=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.551267
Ugxc5iC7EbW0fciWE-p4AaABAg,Tiktok memang berita akurat,2 minggu yang lalu,@evosp2o379,UCGVni3Yy3Xy7Pbh0XFml4XQ,0,,https://yt3.ggpht.com/ytc/AIdro_la0F84Z3Kvl3Zf8QVu57tod7MgqkZTL4Sh_m9c7fk=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.55334
UgzD6anT54gkBO6gq294AaABAg,DI.BC BANYAK MALING   ..PEMALAK..TANGKEP ..PECAT,2 minggu yang lalu,@dennyacsar6512,UCF_XSgYm2GKCCXTClYFACnw,1,,https://yt3.ggpht.com/ytc/AIdro_k04JWWwuc2jBXkBQLh9FAiEofD7yL_PYXGjAAbRAp88Ke4=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.556052
UgzLSVMiFthRQhqCTOl4AaABAg,Tangkap dan penjarakan oknum petugas bea cukai skalian cek harta kekayaan  mereka dan yg terakhir pecat aj mereka,2 minggu yang lalu,@user-iz1ri8dt7x,UCTvu0_O0CLCH34obLiTYFxQ,0,,https://yt3.ggpht.com/ytc/AIdro_lmfMlm7mvgCBaKxr28ToxC0pRlCwZwL1OH3sMsflQPBOitVI7HouPqTrq8uBQXl6I5tA=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.558058
UgxCAPyissDIYi2U6cZ4AaABAg,Tunggu VIRAL baru beres !!!,2 minggu yang lalu,@agilma3019,UC_9dAeOcEu233mlkz7QEAtQ,0,,https://yt3.ggpht.com/ytc/AIdro_m-sCtJBw6r7g7i9G_f2CbhNe7y8Tp9lFGLRmou4R15H0Zx=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.560068
Ugwl2R0xAa4KQzfucMh4AaABAg,enak ya org org bea cukai rekening gendut 7 turunan,2 minggu yang lalu,@PUTINBF,UCtLZmQTFU7BWd7Tfr88S1KQ,0,,https://yt3.ggpht.com/llvFJPqUOF5_-OpXdrKmzuATBpftOq6x7VF0A62emq4X-XbKRLFys-R9NLZuC6dl5N3Rvtpu=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.562063
UgzEhpYNI5aEIq9kjiF4AaABAg,"Bagus sih tp kok terkesan terlambat ya?
Kalau boleh bertanya uang bea yg masuk itu masuk kemana ya? 
GK yakin kalau masuk negara semua nya.",2 minggu yang lalu (diedit),@candlelight305,UC307WAoFy7zpxGywYztgCtQ,0,,https://yt3.ggpht.com/ytc/AIdro_k8uiu1U-aAe4o0Ewt38Ro9FvKivuKP_560xb7CtL0za1E=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.564628
Ugy-FGgr5Kjo9DIktV54AaABAg,"Menjaga kelangsungan industri dalam negeri UMKM, ungkapan yg menarik, tapi apa petugas dilapangan sadar? Ngga ko, yg mereka kejar uang buat mereka bawa pulang ke rumah, awasi penghasilan mereka yg pantastis dan hedonis.",2 minggu yang lalu,@dadangkurniadi7954,UCrpsCVqz3cWMjMbVevoHrvg,0,,https://yt3.ggpht.com/ytc/AIdro_ljY8fmj9Y3k5XFaPthvUk0tHqdAWtMPE-Sd113KAk=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.566297
UgwT2sZHdbNd9Yiwv0Z4AaABAg,"Petugas petugaa pemungut pajak dan bea cukai harus melewati pendidikan khusus, seperti moral, pendidikan Pancasila, ketahanan nasional, supaya tidak bermental penjahat, memampaatkan posisinya untuk memperdaya rakyat dari bangsanya sendiri.",2 minggu yang lalu,@dadangkurniadi7954,UCrpsCVqz3cWMjMbVevoHrvg,0,,https://yt3.ggpht.com/ytc/AIdro_ljY8fmj9Y3k5XFaPthvUk0tHqdAWtMPE-Sd113KAk=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.570313
UgwG9ZVdFiLEgFC3E214AaABAg,🤮🤮🤮,2 minggu yang lalu,@zulyadaen5838,UCWp5sXdQ8LbZ--ynQuH_trw,0,,https://yt3.ggpht.com/ytc/AIdro_lhc1PokcrwNtv2ZDWSs4JdOSTn8OvqNGkpxDrk1ISGmzY=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.572329
Ugx-aMeKZP8MrjPKBcF4AaABAg,Assalamualaikum Bu Mulya jangan hanya ditegur tukar / Dipecat semua pegawai yang terlibat korup.,2 minggu yang lalu,@VivoVivo-di1fl,UCM8Yo9G8UO5kZyrqo7Fk7iA,0,,https://yt3.ggpht.com/ytc/AIdro_mDny04YMBKBmT8SkDBVILbQg8uKt6vC8q-j-EKB90=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.574898
UgzFoQyVTP6-Lb2s9MF4AaABAg,Alah kalian jancuk semua... bilang ajah biar cepet kaya biar dompet kalian tambah penuh,2 minggu yang lalu,@jimonksenggara1411,UCbtFUaxOjDPzYWsLhpbvPdQ,0,,https://yt3.ggpht.com/ytc/AIdro_lQmCFSi3KVeOsmRvw88qqEnxSkDcUS4EWYkedaXMjzysA=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.576826
UgwfOKUq7FX7PMh6i1F4AaABAg,Askolani hahaha itu hatta kekayasn HARAM nya mencapai 51 M  HSL SETORAN DR ANK BUAH DPT MERAS DR RAKYAT INDONESIA yg dimperas ada yg bw sepatu ada yg bw cangcut ..njing najis najis haram,2 minggu yang lalu,@Nurmala21-sz5hd,UCt85IlGOPjrDsVw9F6Y6qAw,0,,https://yt3.ggpht.com/ytc/AIdro_mVYsh4_7tPnhk4WYSdJnsULsk1BHYmbthLeH2eoiV5JeggNIweaGnRuf_CWe9Mf5bHig=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.579583
Ugx5KXiS0XeR_eOiRBZ4AaABAg,"wkwk bukan rahasia umum bea cukai,..bu sri mulyani aja ketawa,...bea cukai langsung presiden yg protect tau sendiri lah presidennya seperti apa",2 minggu yang lalu,@Cukupseru,UCJRxCwbRkZvYXpGS2Ym9Mrg,0,,https://yt3.ggpht.com/etUNJPDl-X0bquRa7l8QHpYhhfyxN_r2eMSelTP6JkylCw1P6W31qnmt7PtTC_aIxkqSZU7D=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.581571
UgxY9iok_OTHCKoTR654AaABAg,Bu memtri  salah lah klo di tegur gk ada efek jera nya yh.hrs di terapkan sm.mentri.keuamgan adalsh PECAT  trs kepalanya si ASKOLANI buamg   percuna jd kepals bea  cukai klo gk bisa ngawasin dan negur ank buah nya yg meras dan.mempersulut tp hahaha jls jls ada setoran.kali utk ASKOLANI utk nambah harta kekayaan haram ASKOLANI skrmg sdh 51 M,2 minggu yang lalu,@Nurmala21-sz5hd,UCt85IlGOPjrDsVw9F6Y6qAw,0,,https://yt3.ggpht.com/ytc/AIdro_mVYsh4_7tPnhk4WYSdJnsULsk1BHYmbthLeH2eoiV5JeggNIweaGnRuf_CWe9Mf5bHig=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.583496
UgzPAkBCLHIfP5LGGW94AaABAg,Alah harga nya di up dlu biar sisanya bisa dimakan t oknum kotor,2 minggu yang lalu,@mdchannel185,UCBUP6z1cDyAvuwAOefRgKRQ,0,,https://yt3.ggpht.com/4FK6I7gLoaR6mY-6KvrJkM3Z6Xu4ne3l6tbQYSP8xRQBC21GN-eMCLppKREanC1QPdt7N10J0Yw=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.587086
UgyR3OVdpxOOR-fAF6Z4AaABAg,masih ada yg percaya kah mereka jujur...?,2 minggu yang lalu,@arzioarzio8227,UCA0mv7v3yP6t9rGgaPuH78w,0,,https://yt3.ggpht.com/ytc/AIdro_lyfuN34gntuLXDYXpPZQHlPc48vw6oP7RRfOWjiB4=s88-c-k-c0x00ffffff-no-rj,False,False,1715107312.590095
UgwxH0pHKVjsBFkjGO94AaABAg,"urusan begini harus bu mentri yang umumkan, waduh abis deh jajaran BC. pasti bakal ada pejabat yg dimutasi. anyway trims bu Mentri, kami pasti akan selalu memviralkan kasus BC, karena hanya lewat cara ini system di BC bisa dipantau.",2 minggu yang lalu,@BelanovaIsabel-ke4mq,UCwKUd-QUp3aPic8tUdiU6Jg,0,,https://yt3.ggpht.com/-mK-HMxnVOeU8Hew8CUgUb3yJL3Q3c8GtGcF-F1j-4p3WkP6JAgEBz5Nqw2cvdBjQZ53PLyQww=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.230194
UgwqEh_6ouCm8sScvh54AaABAg,Sarang tikus,2 minggu yang lalu,@user-tr8rw7du9x,UCsiGnhx07FEZojcPfKGh6-Q,0,,https://yt3.ggpht.com/f42c-Omk-tkZknmmC5FfpW6ezwVpX7IfSFTr9X2PLozNMnsigTGouUE0GQ71HxJMAOI_AnJ6=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.233117
UgywYVPjtNv2xiGecQN4AaABAg,Mungkin bea cukai nya kebanyakan makan gaji buta,2 minggu yang lalu,@fight4thebad742,UCfhRV4qJLCHD0QumALWnSnQ,0,,https://yt3.ggpht.com/YQNK8rGIw2Npn-kfSZr7MTgeAkva2hjU60sza6Zt2Opkt5eLExXb3GegWWk0l-TLVVvZn4x-_Q=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.236356
UgzGCKc6WvPegAz_mRp4AaABAg,Negoro opo iki cuk,2 minggu yang lalu,@HarySusanto-cr6cl,UCDfZoe8hj4c3ij2Mttm85vw,0,,https://yt3.ggpht.com/ytc/AIdro_nAt6g6WaKLnrN3laVMdZGBKMMxqX-BzkMoyE5xwPrSmvVSfviAg4AXAEXzSqB9NDNuyg=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.239368
Ugzua2RIfa-gL_Y6phx4AaABAg,kalau jiwa maling rampok di pakai yah begitulah jadi nya,2 minggu yang lalu,@janesoniaong5694,UCllkdFvnry-4frheIzwbDkg,0,,https://yt3.ggpht.com/ytc/AIdro_lWc2Ko258jKP5QTaAliH5gvIp-2GIO-ZMUlTIBh3w=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.242363
UgwH5HfD3RAfwQN1MQ54AaABAg,Rssa malu Menkeu Alloh SWT membuka aif kerjanya,2 minggu yang lalu,@mochammadyunus4686,UC3Ru-f-T8vCkk6L67afcINw,0,,https://yt3.ggpht.com/ytc/AIdro_mOh72JQ6Yohz1w7LPslOrjJYXeqKMFBcWZrmdxrTU=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.245465
UgyAHj4RKwUheFXtJlt4AaABAg,Beacukai kebanyakan makan uang haram. Korupsi. Jadi akhlak nya udah Hilang. Pejabat nya bobrok semua,2 minggu yang lalu,@bangkumisvlog,UCN-M312UvxU-z9aFtaxEVSQ,1,,https://yt3.ggpht.com/iSdZY7iaI_0j8tD2q7xFiL0Ra2yMeExgyO_VQij7xfwjZgzycfNsvbcn9blWmRwUP8ogPHlB61A=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.251584
Ugw3ipYyno_YZBx5WQZ4AaABAg,"Yang dikomentari cuma level sepatu coyy, barang triliunan jadi kasus di bea cukai meneng ae si mbok",2 minggu yang lalu,@littlewingssilentweapon7517,UCI-Ssdt1mZYIcgwrmfaIANg,0,,https://yt3.ggpht.com/ytc/AIdro_nwUTY-wSta3Cy43EGSfWDjXTA7LAjJjgWy5vNzRxiV_pc=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.256921
UgzFO_7r8kytigT5eeB4AaABAg,Itu petugas yg mau main2. Jng lindungi petugas dng mengorbankan DHL.,2 minggu yang lalu,@kartopati8972,UCMoMk853WHBttcREpwDunRA,0,,https://yt3.ggpht.com/-uHFnnx_cuc7N1adgGA6ofzz8Av6nSz3ye0Z9XB3jD1uy_X6MvY0TTADGS1SL74JSJHiQNDz=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.25941
UgybmRmSdtW7dOVk5Ml4AaABAg,"kebiasaan pejabat negara konoha, setelah viral baru sibuk klarifikasi,,seharusnya perbaikan dari dalam organisasi dan diberikan transparasi sop dan prosedur kepada masyarakat, agar jelas, kita tahu lah ini permainan oknum,,dibekingi pimpinan...",2 minggu yang lalu,@gozillaman3545,UCuqXRlfHbOvsqBOOIXKt6vQ,0,,https://yt3.ggpht.com/ytc/AIdro_mka4Unq4Ed6MZY1UxBWUxRYnK9G8BXBatrWuio9FKARQ=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.262411
UgyHR3gBvRbcjGoIGot4AaABAg,Ayo loh Kalo gini lempar² kesalahankan😂 🤔,2 minggu yang lalu,@ronihermawan1762,UCJVjGF11G1-sDSupmgzCqdQ,0,,https://yt3.ggpht.com/ytc/AIdro_n2ylM44DAYdDDdQKlpv8s8h316fIvkLahaz0QeDjcImA=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.265418
Ugwkr4MUnhGmraPjnjV4AaABAg,"Kalo ibu menteri yg meminta klarifikasi bea cukai, tentu mrk akan membela diri dan menutupi borok oknum dibea cukai.",2 minggu yang lalu,@bahriansupiansyah5774,UCTbX4T4-PFSZGyiOgS3dDAQ,51,1,https://yt3.ggpht.com/ytc/AIdro_lbbqwW9GrOruIBVnCJzqMIfDz_u2wqrN_ufH2guDX6rptX=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.267423
Ugx_3CZ_mrQu2xTIfeN4AaABAg,Kemenkeu bea cukai sarang koruptor semua,2 minggu yang lalu,@Bang-bung-rw3yu,UC4SnjWmgBR3D8JDTlz8QdZQ,0,,https://yt3.ggpht.com/ytc/AIdro_k2Z6xibrg89ceTOo7QwIhmWgTtrF_4kXgPI5mFtPQPS_pSZElk3qsj1WdP_NCQ-9WqQw=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.269512
UgwBD-cqpjOi1gIz16N4AaABAg,Kemarin Rafael alun ini lagi,2 minggu yang lalu,@Bang-bung-rw3yu,UC4SnjWmgBR3D8JDTlz8QdZQ,0,,https://yt3.ggpht.com/ytc/AIdro_k2Z6xibrg89ceTOo7QwIhmWgTtrF_4kXgPI5mFtPQPS_pSZElk3qsj1WdP_NCQ-9WqQw=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.272521
UgySNI9xoIJ7HybM2xV4AaABAg,Apa2 mesti viral dulu ?,2 minggu yang lalu,@ondeymande,UC52v261naOJKwV2z6iNbl7A,0,,https://yt3.ggpht.com/TXUYcJlRLOvLCtUgbim2YUGaJ_9O9lHWhW8qds88ES9UJlG5C74e5aR3pYE3toMN9jjqvt0n1g=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.274528
Ugx00JZSQK0xcwqch7t4AaABAg,😂😂😂😂 kebusukan bea cukai lg berusaha ditutupin ama boss mentri nya.... Gak ada punishment sama sekali thd pejabat busuk penggarong & pemeras rakyat di negeri konoha ini.... 😂😂😂,2 minggu yang lalu (diedit),@arboet9248,UC5Wkc4zg1O0GWNz72yp20Pg,0,,https://yt3.ggpht.com/ytc/AIdro_lO1bg78qyz0HR_ZIH8s5qeSfzYr9fVSd1DukOaqgMnQ42rwYpPYWufcdbL9Z9Zby0O7g=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.276137
UgxNR-hpFTiTuzN6pFh4AaABAg,Pejabat Konoha kbykn makan harta haram gk tahu malu mental rampok,2 minggu yang lalu,@yulimelani,UCVhzvYTxeiF6yafyZG_3Slg,0,,https://yt3.ggpht.com/ytc/AIdro_kD1sydI5aNdXB4uh_4nD0cl56TLKAJnEQtUB3EIAjVI4YY82xfeG1r4VqTnKy9-_eJVA=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.281146
UgyC3RsSjfyegoyGBAF4AaABAg,"Kpk harus segera gerak cepat guna periksa adanya' kejanggalan di bea cukai,.🇮🇩🇲🇾🌹❤️🙏",2 minggu yang lalu,@AbdulKadir-xi3fd,UCHrFSoUOZsdBPVexTL3P_jQ,0,,https://yt3.ggpht.com/ytc/AIdro_nATaj_XyZ449yTpyY9GNkkpedOEjet8B9ru95ikqwS3Mf-MXvcS1UlV0t6a5VEu6AwMQ=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.285164
Ugzs_M72AzGDYZSsIBJ4AaABAg,Apa harus selalu viral dulu gt ?!! 😂,2 minggu yang lalu,@omdwi6249,UC82NRKLQRQBBMncYbJOLCHw,0,,https://yt3.ggpht.com/ytc/AIdro_nLZHlWhk8Xnkm9skxGxerebIUN5Hk_q9pqNQyZ68AiQZE=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.290231
UgwRcT4C3bHtFvSttjV4AaABAg,Mal**g coin  AF,2 minggu yang lalu,@wirex14,UCiWMSPXv9JArSprK_PGZgNQ,0,,https://yt3.ggpht.com/ytc/AIdro_lJpI6peF-E4KP9x2yFuCwFj0qhiIyANJjCuivt8i2_9z4=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.294791
Ugwkr4MUnhGmraPjnjV4AaABAg.A2tHVXrb26FA31hs_Pbcq2,"BEA ANJING ,,",2 minggu yang lalu,@aguswidianto9157,UCN-ifn2sjSortjmZ_S7aXFA,0,,https://yt3.ggpht.com/ytc/AIdro_nmtsXDHjV3vsi3WJxNLeR6_m62bNa4V324lnRtnFy0u-rpS5RDcRIx863T-hajBZ4JOA=s88-c-k-c0x00ffffff-no-rj,False,True,1715107313.495415
UgzA__CXrm_z64J5ivh4AaABAg,"bu, jangan langsung percaya begitu saja laporan dari anak buahnya.",2 minggu yang lalu,@wiyadiandi9159,UCrSUKWDA7e0DZk0SXTBDiiA,0,,https://yt3.ggpht.com/ytc/AIdro_lij1B8CRQYtgK63l-7_0_GWOSIcrE4zgqgqrcnDSI=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.781161
Ugw41gswNSGYMWWuiAp4AaABAg,Bae cukai seperti sarang bandit dan kelihatan rakus sekali itu alat bantu sekolah anak kebutuhan khusus masih aja di gredek buat cari sampingan.,2 minggu yang lalu,@yohanesjo8504,UCiaKgy68-POZo_NibkaTKXw,0,,https://yt3.ggpht.com/ytc/AIdro_lnFCI15Q3rWPRHs6_iVwma4zzKcbGE7nwJ5gbqhszjBjg=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.783389
UgytGkz8NuCzVV_IPF54AaABAg,Suruh pejabat tinggi bikin pembuktian terbalik atas semua hartanya kalau mau bener2 bersih,2 minggu yang lalu,@Kuli702,UCJJ-vEY6xczx-vmky5bgxDA,0,,https://yt3.ggpht.com/ytc/AIdro_m7XiMapxQmHMrZDGtKdMBZESrcwIktBvSZVXyBDkE=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.78655
UgzmODrZH9ytNGYpehd4AaABAg,Waduh konoha makin kesini makin parah😁🤣🤣,2 minggu yang lalu,@RamithaMitha,UCGiget1NBB3YJZXCi-2CFZw,0,,https://yt3.ggpht.com/ytc/AIdro_nRm-xqfLJJWynoHGMhyHMwYUsNZJiWKxev5sYnIaf7KvGvXFXY-L9EqaMrhr3VzoI0SQ=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.78841
UgwlmAI08llhYj_GjXR4AaABAg,"dari atasan sampe bawahan semua kotor.
busuk lah dari luar sampe ke dalam tubuh mereka",2 minggu yang lalu,@jaimselow7398,UCi05KPCF14Efl2Pi-TkI0Zw,0,,https://yt3.ggpht.com/ytc/AIdro_lueKXAUX0L0Yl2tS3GP3ghwRUVkIco_uG3CtgPPZU=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.791407
UgxIKcTO7sJA1XluPVV4AaABAg,"Klo tikus2 bandara itu gmana bunn , sya bawa 3 korek zippo tak taruh di koper , mksudnya tak bwt oleh2 , tp mpe rumah satupun korek g ada di koper , trnyata tikus sana doyan korek api..",2 minggu yang lalu,@omtrieovermaxx1196,UCdn25pIDqGLaJ0rXH0QUN0Q,0,,https://yt3.ggpht.com/ytc/AIdro_mda28HvWH0urbYJ2RKt2onMAsYidyrf62LO3N_pEASHQ=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.794411
Ugw3ILL7D9EZOZRbtCN4AaABAg,"Aparat di bea cukai hrs transparan,di awasi,reformasi besar2an.",2 minggu yang lalu,@sugimanman9378,UCHvc887Ro8_s5is7JZCdmQw,0,,https://yt3.ggpht.com/ytc/AIdro_k82QyAI4bPkllTGYW1uAh9g2F373PAH3byJC8f1I0FsxpqxMTd2Pi9ZMx0zq4opKmx6Q=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.797969
UgwlRwYQap4fuCqD0z54AaABAg,pendapatan beacukai segitu lo... indo kok masih  ngutang ya,2 minggu yang lalu,@pancingmaniak6416,UChC9rlGm0GPpIYX61nQPw0w,0,,https://yt3.ggpht.com/WAlSxOkN9FCwfR_lZPKj3GOkG7uBydQc0YBhr1AIomGps1VKNjF0KIOwVCxebqnvHP2Ij4J4mg=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.801969
Ugyq5CV7BXpglNqDBeR4AaABAg,Yg kerja beacukai kenyang,2 minggu yang lalu,@uleklaka8281,UC1oL9GF-7zsOKVN2Aj4pNMw,0,,https://yt3.ggpht.com/aswQ3LV5BPsH4UbJ9TILvCZeHcIS3oa1CvubSUyEJm7OxQU_R-157Wreg-kNlklulrHBiZ95dA=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.80455
UgyYdEOJj29MfLZ5eGJ4AaABAg,bukti indonesia no viral no justice😂 ibu mentri yg terhormat..kasus sperti ini banyak..bukan yg viral2 doang yg di tindak,2 minggu yang lalu,@AndikaPersadan645,UCohPcoofK2zZjIAF5N5SydA,0,,https://yt3.ggpht.com/ytc/AIdro_n6ZBBa_3wssvZ-3uYejR-pYif7bZ3F-sJr33JSyktwwYCCLRkkFCHIjZW7Up1yAzVU4w=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.808063
UgzckjqtzxAyptQtSoh4AaABAg,"Menurut hemat saya, harus ada pembatasan besaran maksimal atas bea masuk (baik cukai atau pajak dan atau penalti dll) sebesar2nya seharga harga invoice. Shg lebih masuk akal dan fair. Sedangkan utk barang2 yg dikecualikan cukai/ pajaknya, perlu diberikan prosedur dan syarat dokumen yg jelas dan praktis namun tetap prudent.",2 minggu yang lalu,@wicaksonoharioputro7432,UCukpKuJaR_2HOsbZgJ-D3Qg,0,,https://yt3.ggpht.com/ytc/AIdro_k47-HdHhcNZGkyFw3dOM0o77fxA5VA2wS1etS2nIYmzQ=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.810111
Ugzj7r7DBjdtSlMVvIN4AaABAg,mentri terhebat didunia😂😂 utang negara paling fantastis dlam sejarah..,2 minggu yang lalu,@AndikaPersadan645,UCohPcoofK2zZjIAF5N5SydA,0,,https://yt3.ggpht.com/ytc/AIdro_n6ZBBa_3wssvZ-3uYejR-pYif7bZ3F-sJr33JSyktwwYCCLRkkFCHIjZW7Up1yAzVU4w=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.812095
UgwDfjHP-ihNULKcKo94AaABAg,"Waktunya bersih bersih bu sri Mulyani,  bikin audit eksternal,",2 minggu yang lalu,@kangchikenpubg9078,UCmhlJNX8fBsSwNB7qvy6VNg,0,,https://yt3.ggpht.com/ytc/AIdro_m8a7hwgeYToK7BI3dcJNE5Gn6iJfkL_2t3-GugTSsODSY=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.814206
UgzcM1kPHEA7N0V93KF4AaABAg,"Kenapa cuman di tegur bu,kalo bisa pecat",2 minggu yang lalu,@dinssae363,UCeoDdQc1w_CrUdLg0Yqlfsw,0,,https://yt3.ggpht.com/ytc/AIdro_k4zzFThQILCyeyfDc3vOqDBmB7GoxKqpT6APQU_fbjzyI=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.818492
Ugwa4h-Wr_2xKfB0oDB4AaABAg,Audit pimpinan ny SDH pasti A1 pasti harta kekayaan di atas 1m,2 minggu yang lalu,@sofiakreteng1077,UCmKKlEy-qAnu_NIN85Qs9_g,0,,https://yt3.ggpht.com/yIwBrygmXDEfXa1mJc89fT12Q4ZSHmwy4oo0YyxgPfPDonxAVOc5-0n2okS0j5AuYXTMOYLwyiQ=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.821492
UgzO9Gtf-Tf19O6G-M14AaABAg,Brantas segra oknum2 yg memanfaatkan jabatan. Jgn sampai menimbulkan sifat extrem di tengah2 rakyat...sehingga timbul ke bencian yg luar biasa achirnya bummm.... bravo PPM,2 minggu yang lalu,@bambangharisbudiono2730,UCmG0Jv6FJY8qlNVHReVuvsg,0,,https://yt3.ggpht.com/ytc/AIdro_l-sTb0TDAUjJSzXF0YMIxm-GPOSJ-JBJhTfq0RFjZ6wBnYWdvZDSMmBi5u9Ay9p1Dp1Q=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.82449
Ugw7UHMlu03-B-gIjTF4AaABAg,TEGAR TEGUR  ??? PAKAILAH AKAL SEHATMU DENGAN MAXIMAL MENTERI KEUANGAN !!!!!!! AMBIL TINDAKAN SESUAI WEWENANG YANG MELEKAT PADAMU MENTERI KEUANGAN !!!!!!!! DIMANA FUNGSI PENGAWASAN KEMENTERIAN KEUANGAN ???????,2 minggu yang lalu,@maxsahala3590,UCiGH-eE_NhotScfaJzmVI0A,0,,https://yt3.ggpht.com/ytc/AIdro_lkd0rxDNf5fMK_UoPYRhOsgwNtwY9ZOs1KY-dpA5QhVhAqxMEwBKhHbjPdHHUvhecsUw=s88-c-k-c0x00ffffff-no-rj,False,False,1715107313.825998
